iteration,mode,makespan_ms,prefill_ms,decode_ms,overlap_fraction
0,sequential,99.539970,74.129410,25.407488,0.000000
0,concurrent,87.781380,82.206718,36.161537,0.258404
1,concurrent,87.940323,81.964706,36.204960,0.255813
1,sequential,99.537918,74.263550,25.270271,0.000000
2,sequential,99.684349,74.402817,25.277439,0.000000
2,concurrent,87.686142,82.165344,36.074593,0.258405
