iteration,mode,makespan_ms,prefill_ms,decode_ms,overlap_fraction
67,concurrent,202.636292,202.632187,43.366402,0.176271
67,sequential,207.208450,199.453690,7.750720,0.000000
68,sequential,207.511551,199.708679,7.799808,0.000000
68,concurrent,202.476547,202.472443,43.065346,0.175375
69,concurrent,202.459900,202.456711,43.381760,0.176452
69,sequential,207.136322,199.390213,7.742464,0.000000
70,sequential,207.489639,199.696381,7.789568,0.000000
70,concurrent,202.658813,202.653732,43.208706,0.175723
71,concurrent,202.390533,202.386429,43.555840,0.177081
71,sequential,207.190018,199.478271,7.708672,0.000000
72,sequential,207.586105,199.751678,7.831552,0.000000
72,concurrent,202.673050,202.669052,43.238400,0.175816
73,concurrent,202.447876,202.444794,43.254784,0.176035
73,sequential,207.596542,199.843842,7.748608,0.000000
74,sequential,207.105820,199.302399,7.800832,0.000000
74,concurrent,202.523651,202.518524,43.160576,0.175658
75,concurrent,202.519547,202.516449,43.429890,0.176570
75,sequential,207.391525,199.652359,7.735648,0.000000
76,sequential,207.161346,199.343109,7.815168,0.000000
76,concurrent,202.614532,202.610535,43.374592,0.176314
77,concurrent,202.575867,202.571899,43.231232,0.175861
77,sequential,207.283203,199.538681,7.740416,0.000000
78,sequential,207.246338,199.431168,7.812096,0.000000
78,concurrent,202.583649,202.578171,43.823105,0.177830
79,concurrent,202.923004,202.919876,43.535358,0.176633
79,sequential,207.508484,199.806976,7.698432,0.000000
80,sequential,207.371262,199.497726,7.869440,0.000000
80,concurrent,202.451843,202.446716,43.361279,0.176382
81,concurrent,202.608551,202.605576,44.598270,0.180399
81,sequential,207.509506,199.807709,7.698432,0.000000
82,sequential,207.193954,199.357437,7.832576,0.000000
82,concurrent,202.418182,202.412033,43.062271,0.175400
83,concurrent,202.539001,202.535934,44.098560,0.178789
83,sequential,207.377411,199.662598,7.710720,0.000000
84,sequential,207.263718,199.420929,7.838720,0.000000
84,concurrent,202.425339,202.421249,43.167744,0.175756
85,concurrent,202.560135,202.556030,43.490303,0.176740
85,sequential,207.229950,199.489532,7.737344,0.000000
86,sequential,207.361023,199.557114,7.800832,0.000000
86,concurrent,202.307587,202.303040,42.931198,0.175043
87,concurrent,202.358398,202.353882,43.502590,0.176925
87,sequential,207.410172,199.669754,7.737344,0.000000
88,sequential,207.126526,199.341049,7.782400,0.000000
88,concurrent,202.580994,202.575867,43.269119,0.175981
89,concurrent,202.654495,202.651260,43.308033,0.176065
89,sequential,207.404037,199.648254,7.752704,0.000000
90,sequential,207.262558,199.443451,7.815168,0.000000
90,concurrent,202.397537,202.393600,43.256832,0.176075
91,concurrent,202.507263,202.503174,44.519424,0.180208
91,sequential,207.536774,199.796738,7.736320,0.000000
92,sequential,207.414276,199.622650,7.788544,0.000000
92,concurrent,202.627075,202.620926,43.059200,0.175240
93,concurrent,202.584061,202.579971,43.414528,0.176469
93,sequential,207.366150,199.670792,7.692288,0.000000
94,sequential,207.106049,199.293945,7.809024,0.000000
94,concurrent,202.493958,202.489853,43.124737,0.175562
95,concurrent,202.689529,202.685638,43.367424,0.176237
95,sequential,207.553543,199.814148,7.736320,0.000000
96,sequential,207.376389,199.548935,7.824384,0.000000
96,concurrent,202.545242,202.541061,43.893761,0.178098
97,concurrent,203.124573,203.119934,43.620354,0.176768
97,sequential,207.802368,200.078339,7.720352,0.000000
98,sequential,207.192062,199.336960,7.851008,0.000000
98,concurrent,202.208252,202.204163,43.025410,0.175433
99,concurrent,202.816513,202.813446,43.427841,0.176350
99,sequential,207.481857,199.749863,7.729152,0.000000
