iteration,mode,makespan_ms,prefill_ms,decode_ms,overlap_fraction
29,sequential,31.203327,25.342976,5.857280,0.000000
30,sequential,30.950144,25.099264,5.847232,0.000000
30,concurrent,28.023520,28.018496,11.056128,0.282820
31,concurrent,27.739807,27.736992,10.912768,0.282277
31,sequential,31.351809,25.421824,5.925888,0.000000
32,sequential,31.498240,25.564129,5.931008,0.000000
32,concurrent,27.890688,27.886593,10.949632,0.281838
33,concurrent,27.745152,27.742208,10.881024,0.281646
33,sequential,31.137793,25.234432,5.900288,0.000000
34,sequential,30.957567,25.107456,5.847040,0.000000
34,concurrent,27.756927,27.752447,11.247616,0.288285
35,concurrent,27.947424,27.943935,11.000832,0.282383
35,sequential,31.079424,25.189377,5.886976,0.000000
36,sequential,31.032928,25.175808,5.853184,0.000000
36,concurrent,27.778048,27.772961,10.880000,0.281348
37,concurrent,28.284737,28.280800,10.921984,0.278502
37,sequential,30.983809,25.101408,5.879808,0.000000
38,sequential,31.196159,25.328640,5.863808,0.000000
38,concurrent,27.852032,27.846657,10.995712,0.282947
39,concurrent,28.119137,28.115969,10.993664,0.281018
39,sequential,31.066113,25.174017,5.889024,0.000000
40,sequential,31.062689,25.203327,5.855232,0.000000
40,concurrent,27.684576,27.680576,10.831872,0.281152
41,concurrent,28.078079,28.075712,11.195392,0.285019
41,sequential,31.128544,25.277439,5.848064,0.000000
42,sequential,30.949375,25.100288,5.844992,0.000000
42,concurrent,27.557888,27.554464,10.991616,0.285066
43,concurrent,28.024511,28.020609,11.085824,0.283378
43,sequential,31.120352,25.265152,5.852160,0.000000
44,sequential,30.948353,25.091776,5.853184,0.000000
44,concurrent,27.765760,27.760639,10.869760,0.281246
45,concurrent,28.243616,28.240736,10.940416,0.279153
45,sequential,31.093760,25.218048,5.872640,0.000000
46,sequential,30.834688,24.988672,5.842944,0.000000
46,concurrent,27.879553,27.874880,11.011072,0.283043
47,concurrent,27.816065,27.812864,11.047936,0.284213
47,sequential,31.219393,25.351168,5.864448,0.000000
48,sequential,30.912064,25.055967,5.852160,0.000000
48,concurrent,27.975679,27.970560,11.172864,0.285303
49,concurrent,27.928576,27.925505,11.034624,0.283150
49,sequential,31.273697,25.413631,5.857280,0.000000
50,sequential,30.916161,25.061537,5.850112,0.000000
50,concurrent,28.157951,28.152704,11.060224,0.281922
51,concurrent,27.893761,27.890688,11.006976,0.282894
51,sequential,31.355904,25.474049,5.878784,0.000000
52,sequential,30.942816,25.085953,5.853312,0.000000
52,concurrent,28.033024,28.027905,11.137024,0.284231
53,concurrent,27.892736,27.890272,10.934272,0.281569
53,sequential,31.323135,25.436159,5.883904,0.000000
54,sequential,30.950336,25.109505,5.836800,0.000000
54,concurrent,27.835392,27.831232,10.885120,0.281043
55,concurrent,27.865055,27.862017,10.994688,0.282877
55,sequential,31.085249,25.181185,5.901312,0.000000
56,sequential,31.054848,25.143871,5.907456,0.000000
56,concurrent,27.665216,27.660320,10.951680,0.283507
57,concurrent,27.916288,27.914017,10.876928,0.280340
57,sequential,31.012863,25.155584,5.854208,0.000000
58,sequential,31.031904,25.181408,5.847040,0.000000
58,concurrent,27.790337,27.786240,10.974208,0.283023
59,concurrent,28.112896,28.109823,11.099136,0.282998
59,sequential,31.019585,25.161728,5.854208,0.000000
60,sequential,31.056608,25.209856,5.842944,0.000000
60,concurrent,27.612896,27.608288,10.939392,0.283669
61,concurrent,28.186464,28.182528,11.171840,0.283778
61,sequential,31.034369,25.175039,5.856256,0.000000
62,sequential,30.983168,25.133057,5.847040,0.000000
62,concurrent,27.617279,27.613184,10.777280,0.280621
63,concurrent,28.060385,28.057600,11.136000,0.284057
63,sequential,31.125504,25.263103,5.857280,0.000000
64,sequential,30.940161,25.089024,5.848064,0.000000
64,concurrent,27.686687,27.682625,11.041792,0.285033
65,concurrent,28.010689,28.007423,11.004928,0.282005
65,sequential,31.061632,25.203712,5.854208,0.000000
66,sequential,30.843904,24.983553,5.857280,0.000000
66,concurrent,27.935648,27.930880,11.022336,0.282841
67,concurrent,27.968512,27.966145,10.997760,0.282194
67,sequential,31.241217,25.338881,5.899264,0.000000
68,sequential,30.932993,25.072289,5.857280,0.000000
68,concurrent,27.858944,27.852991,10.947584,0.281997
69,concurrent,28.060961,28.057600,11.265024,0.286391
69,sequential,31.339520,25.468927,5.866496,0.000000
70,sequential,30.944256,25.093121,5.847040,0.000000
70,concurrent,27.875328,27.871231,10.834944,0.279822
71,concurrent,27.763712,27.760576,10.891264,0.281698
71,sequential,31.397696,25.504768,5.890048,0.000000
72,sequential,30.949375,25.096191,5.849088,0.000000
72,concurrent,27.801567,27.796480,11.177984,0.286672
73,concurrent,27.713535,27.709824,10.864640,0.281557
73,sequential,31.161345,25.248768,5.909504,0.000000
74,sequential,30.982143,25.134081,5.843968,0.000000
74,concurrent,27.874241,27.870209,10.868736,0.280459
75,concurrent,28.171936,28.168415,10.842112,0.277838
75,sequential,31.051777,25.170944,5.877760,0.000000
76,sequential,30.982080,25.128960,5.848512,0.000000
76,concurrent,27.689983,27.684736,10.854400,0.281510
77,concurrent,27.987968,27.983871,11.045888,0.282907
77,sequential,30.965441,25.113600,5.849088,0.000000
78,sequential,31.039488,25.185280,5.851136,0.000000
78,concurrent,27.685984,27.681791,10.839040,0.281272
79,concurrent,27.966305,27.963392,11.271168,0.287202
79,sequential,31.034208,25.177088,5.854208,0.000000
80,sequential,30.942207,25.085728,5.851520,0.000000
80,concurrent,27.673599,27.669472,10.842112,0.281421
81,concurrent,28.256256,28.253183,11.179008,0.283422
81,sequential,31.158272,25.296896,5.858304,0.000000
82,sequential,31.080448,25.225216,5.852160,0.000000
82,concurrent,27.928576,27.925152,11.053056,0.283482
83,concurrent,28.253183,28.249727,10.681344,0.274277
83,sequential,31.045153,25.186304,5.855584,0.000000
84,sequential,30.982143,25.127935,5.850112,0.000000
84,concurrent,27.756128,27.751425,10.914816,0.282161
85,concurrent,27.970272,27.966656,10.994688,0.282102
85,sequential,31.047680,25.194496,5.850112,0.000000
86,sequential,30.836737,24.979456,5.854208,0.000000
86,concurrent,27.904961,27.900255,11.013120,0.282895
87,concurrent,27.806305,27.802303,11.316224,0.289178
87,sequential,31.227903,25.345024,5.880128,0.000000
88,sequential,30.892704,25.039680,5.849088,0.000000
88,concurrent,27.797472,27.793377,11.083776,0.284992
89,concurrent,27.725824,27.722464,10.990592,0.283812
89,sequential,31.382303,25.506817,5.872640,0.000000
90,sequential,31.401983,25.550848,5.847040,0.000000
90,concurrent,28.151424,28.147297,10.931200,0.279619
91,concurrent,27.759647,27.756544,10.882048,0.281556
91,sequential,31.395840,25.515009,5.876736,0.000000
92,sequential,30.956545,25.101313,5.851136,0.000000
92,concurrent,27.889664,27.884544,10.845184,0.279890
93,concurrent,27.776031,27.772703,10.840064,0.280652
93,sequential,31.332352,25.413631,5.915648,0.000000
94,sequential,30.983007,25.122816,5.857280,0.000000
94,concurrent,28.265152,28.261375,11.140096,0.282637
95,concurrent,28.154881,28.151360,11.233280,0.285130
95,sequential,31.092735,25.200640,5.889024,0.000000
96,sequential,30.989311,25.138912,5.847040,0.000000
96,concurrent,27.671488,27.665407,10.943488,0.283287
97,concurrent,27.818848,27.815680,11.059200,0.284400
97,sequential,30.965759,25.113792,5.849088,0.000000
98,sequential,30.990335,25.137152,5.850432,0.000000
98,concurrent,27.777023,27.771904,10.914816,0.282001
99,concurrent,28.079777,28.076992,11.131904,0.283842
99,sequential,31.035393,25.170944,5.861376,0.000000
