iteration,mode,makespan_ms,prefill_ms,decode_ms,overlap_fraction
27,sequential,111.154175,103.611389,7.539712,0.000000
28,sequential,111.037315,103.493629,7.540736,0.000000
28,concurrent,106.341377,106.336258,25.360384,0.192528
29,concurrent,106.574013,106.570755,25.242624,0.191478
29,sequential,111.291969,103.760895,7.527712,0.000000
30,sequential,111.401634,103.890976,7.506944,0.000000
30,concurrent,106.110748,106.106880,25.216000,0.191986
31,concurrent,106.979073,106.976257,24.660992,0.187319
31,sequential,111.154045,103.631874,7.518208,0.000000
32,sequential,111.009438,103.525475,7.481600,0.000000
32,concurrent,106.296318,106.291069,25.474049,0.193289
33,concurrent,106.779648,106.777245,25.432064,0.192344
33,sequential,111.139839,103.613441,7.523328,0.000000
34,sequential,110.779388,103.243774,7.532544,0.000000
34,concurrent,106.546173,106.541634,25.070593,0.190454
35,concurrent,106.619904,106.615807,25.560064,0.193348
35,sequential,111.311874,103.815170,7.493984,0.000000
36,sequential,111.055870,103.496704,7.556096,0.000000
36,concurrent,106.432510,106.428413,25.174017,0.191257
37,concurrent,106.694656,106.691582,25.315329,0.191749
37,sequential,111.222786,103.648445,7.570720,0.000000
38,sequential,111.178307,103.677216,7.497152,0.000000
38,concurrent,106.321533,106.315773,24.785919,0.189015
39,concurrent,106.688446,106.685310,25.581568,0.193385
39,sequential,111.301636,103.648254,7.650304,0.000000
40,sequential,111.233025,103.734268,7.495680,0.000000
40,concurrent,106.379936,106.375870,25.312256,0.192183
41,concurrent,106.684418,106.681343,25.364479,0.192065
41,sequential,111.355682,103.860222,7.492608,0.000000
42,sequential,110.749695,103.185410,7.561216,0.000000
42,concurrent,106.503426,106.499069,25.271296,0.191750
43,concurrent,106.597374,106.594978,25.052160,0.190280
43,sequential,111.186562,103.695358,7.487488,0.000000
44,sequential,111.086594,103.513443,7.570432,0.000000
44,concurrent,106.574623,106.570686,25.220097,0.191335
45,concurrent,106.565407,106.562531,25.360384,0.192215
45,sequential,111.458275,103.890945,7.564288,0.000000
46,sequential,111.128578,103.581696,7.543808,0.000000
46,concurrent,106.372032,106.367233,25.717760,0.194670
47,concurrent,106.702850,106.698753,25.540607,0.193108
47,sequential,111.374046,103.819267,7.552000,0.000000
48,sequential,111.252480,103.758850,7.490560,0.000000
48,concurrent,106.645508,106.640381,24.993792,0.189834
49,concurrent,106.673149,106.668961,25.165825,0.190857
49,sequential,111.456253,103.823746,7.628800,0.000000
50,sequential,111.156860,103.671806,7.481344,0.000000
50,concurrent,106.471008,106.466240,25.105408,0.190776
51,concurrent,106.673729,106.669792,25.526272,0.193064
51,sequential,111.358978,103.829506,7.526400,0.000000
52,sequential,110.888512,103.329987,7.555072,0.000000
52,concurrent,106.564606,106.560509,25.416704,0.192553
53,concurrent,106.759171,106.755074,25.035776,0.189935
53,sequential,111.390717,103.883774,7.503872,0.000000
54,sequential,111.145660,103.586815,7.556096,0.000000
54,concurrent,106.789886,106.784477,25.256960,0.191240
55,concurrent,106.487808,106.484734,25.566208,0.193585
55,sequential,111.426498,103.860413,7.563264,0.000000
56,sequential,111.276932,103.721985,7.552000,0.000000
56,concurrent,106.740738,106.736641,25.354240,0.191914
57,concurrent,106.654465,106.651390,25.536512,0.193160
57,sequential,111.571838,103.993538,7.575552,0.000000
58,sequential,111.400894,103.868416,7.529760,0.000000
58,concurrent,106.609665,106.605568,25.523199,0.193138
59,concurrent,106.865440,106.861565,24.989697,0.189500
59,sequential,111.780800,104.186882,7.590912,0.000000
60,sequential,111.141502,103.657471,7.480320,0.000000
60,concurrent,106.340355,106.336258,25.640961,0.194252
61,concurrent,106.656189,106.653404,25.837568,0.194993
61,sequential,111.601440,104.073219,7.525376,0.000000
62,sequential,111.090431,103.546883,7.540736,0.000000
62,concurrent,106.552444,106.547203,25.361408,0.192225
63,concurrent,106.903198,106.899452,25.337856,0.191581
63,sequential,111.511490,104.024223,7.484576,0.000000
64,sequential,111.338051,103.735298,7.598080,0.000000
64,concurrent,106.771454,106.767357,25.555967,0.193102
65,concurrent,106.636192,106.632996,25.524223,0.193111
65,sequential,111.469566,103.974915,7.490624,0.000000
66,sequential,111.224770,103.659523,7.562240,0.000000
66,concurrent,106.703873,106.700447,25.465857,0.192654
67,concurrent,106.657982,106.654716,25.347073,0.191996
67,sequential,111.230972,103.664642,7.562240,0.000000
68,sequential,111.291389,103.770111,7.517184,0.000000
68,concurrent,106.388481,106.384384,25.506817,0.193362
69,concurrent,106.857117,106.853188,25.362432,0.191797
69,sequential,111.509506,103.937027,7.569408,0.000000
70,sequential,111.237091,103.732643,7.500800,0.000000
70,concurrent,106.311684,106.308258,25.715712,0.194755
71,concurrent,106.802238,106.798752,25.478144,0.192586
71,sequential,111.444931,103.886848,7.555072,0.000000
72,sequential,111.209053,103.675903,7.528448,0.000000
72,concurrent,106.362625,106.358398,25.333759,0.192339
73,concurrent,106.949791,106.946365,25.432064,0.192091
73,sequential,111.309692,103.784637,7.522304,0.000000
74,sequential,111.296509,103.729149,7.563712,0.000000
74,concurrent,106.543907,106.540031,25.474049,0.192935
75,concurrent,106.686012,106.682976,25.577663,0.193365
75,sequential,111.338211,103.840767,7.493632,0.000000
76,sequential,111.263741,103.667709,7.592960,0.000000
76,concurrent,106.808067,106.803200,25.312256,0.191555
77,concurrent,107.146240,107.143166,25.417728,0.191721
77,sequential,111.532707,103.932930,7.596032,0.000000
78,sequential,111.530685,103.972862,7.554048,0.000000
78,concurrent,106.815102,106.811005,25.238527,0.191098
79,concurrent,106.984383,106.981186,25.684992,0.193582
79,sequential,111.623009,104.050690,7.569408,0.000000
80,sequential,111.430656,103.913475,7.513536,0.000000
80,concurrent,106.648575,106.643555,25.180161,0.190976
81,concurrent,106.966019,106.962944,25.387009,0.191794
81,sequential,111.579140,103.990494,7.585792,0.000000
82,sequential,111.336449,103.850204,7.483392,0.000000
82,concurrent,106.555107,106.549248,25.183231,0.191125
83,concurrent,106.937347,106.934273,25.723904,0.193888
83,sequential,111.448067,103.914627,7.530496,0.000000
84,sequential,111.150078,103.598083,7.548928,0.000000
84,concurrent,106.605347,106.600449,25.717760,0.194326
85,concurrent,107.010780,107.007042,25.444351,0.192075
85,sequential,111.431679,103.909378,7.519232,0.000000
86,sequential,111.433731,103.837692,7.591936,0.000000
86,concurrent,106.937347,106.921982,25.526272,0.192610
87,concurrent,106.853378,106.850304,25.497601,0.192633
87,sequential,111.567871,104.047615,7.517184,0.000000
88,sequential,111.480835,103.894012,7.583744,0.000000
88,concurrent,106.896385,106.891266,25.502720,0.192589
89,concurrent,106.841667,106.837601,25.477119,0.192519
89,sequential,111.555588,103.984131,7.567360,0.000000
90,sequential,111.430466,103.858238,7.568384,0.000000
90,concurrent,106.664963,106.660866,25.454592,0.192638
91,concurrent,106.905823,106.903107,25.250816,0.191051
91,sequential,111.320061,103.739395,7.577600,0.000000
92,sequential,111.544319,104.003586,7.537664,0.000000
92,concurrent,106.825089,106.820541,24.758272,0.188128
93,concurrent,107.065346,107.061249,25.613312,0.193023
93,sequential,111.823875,104.245247,7.575552,0.000000
94,sequential,111.491074,103.970818,7.517184,0.000000
94,concurrent,106.804062,106.800125,25.225216,0.191034
95,concurrent,107.178719,107.174881,25.774080,0.193836
95,sequential,111.928322,104.343842,7.581696,0.000000
96,sequential,111.446014,103.911423,7.531520,0.000000
96,concurrent,106.733154,106.728355,25.250816,0.191288
97,concurrent,107.079681,107.076576,25.763840,0.193922
97,sequential,111.885918,104.337410,7.544832,0.000000
98,sequential,111.290367,103.714813,7.571456,0.000000
98,concurrent,106.768509,106.764290,25.548800,0.193062
99,concurrent,107.118591,107.116196,25.384960,0.191565
99,sequential,111.695869,104.170494,7.522304,0.000000
