iteration,mode,makespan_ms,prefill_ms,decode_ms,overlap_fraction
78,sequential,54.455296,47.970303,6.481920,0.000000
78,concurrent,50.853439,50.848801,14.182400,0.218015
79,concurrent,51.055199,51.052158,14.171136,0.217224
79,sequential,54.770336,48.302078,6.465536,0.000000
80,sequential,54.593536,48.054272,6.536192,0.000000
80,concurrent,50.802689,50.798592,14.075904,0.216908
81,concurrent,50.938465,50.935650,13.903872,0.214392
81,sequential,54.826847,48.247807,6.576128,0.000000
82,sequential,54.737633,48.196609,6.538240,0.000000
82,concurrent,50.807808,50.803295,14.053376,0.216614
83,concurrent,51.115009,51.112511,14.163968,0.216946
83,sequential,54.625278,48.150528,6.471680,0.000000
84,sequential,54.594559,48.124928,6.466560,0.000000
84,concurrent,50.707134,50.702946,14.062592,0.217066
85,concurrent,50.744064,50.741215,13.896704,0.214949
85,sequential,54.814720,48.307201,6.504448,0.000000
86,sequential,54.452065,47.848511,6.600704,0.000000
86,concurrent,50.779968,50.775040,13.789184,0.213497
87,concurrent,51.021793,51.018753,14.015488,0.215463
87,sequential,54.561790,48.050175,6.508544,0.000000
88,sequential,54.841122,48.330753,6.505472,0.000000
88,concurrent,50.754272,50.749409,13.774848,0.213408
89,concurrent,50.915359,50.912254,13.926400,0.214738
89,sequential,54.829056,48.328705,6.497280,0.000000
90,sequential,54.634495,48.011265,6.620160,0.000000
90,concurrent,50.996128,50.992031,14.038016,0.215807
91,concurrent,50.989506,50.986626,13.938688,0.214644
91,sequential,54.703102,48.178177,6.521856,0.000000
92,sequential,54.575104,48.096256,6.475776,0.000000
92,concurrent,50.878304,50.873154,14.099456,0.216927
93,concurrent,50.878208,50.874752,13.990912,0.215637
93,sequential,54.824608,48.318462,6.503712,0.000000
94,sequential,54.572895,48.030113,6.539264,0.000000
94,concurrent,50.708447,50.703362,13.950976,0.215699
95,concurrent,51.132351,51.129345,14.058496,0.215615
95,sequential,54.857727,48.317440,6.537216,0.000000
96,sequential,54.528767,48.011265,6.514688,0.000000
96,concurrent,51.107841,51.102718,14.256128,0.218042
97,concurrent,50.916351,50.913280,13.976576,0.215342
97,sequential,54.594559,48.116737,6.474752,0.000000
98,sequential,54.721535,48.201729,6.516736,0.000000
98,concurrent,50.715649,50.711552,14.047232,0.216853
99,concurrent,50.969601,50.966530,13.959168,0.214955
99,sequential,54.937344,48.365566,6.568960,0.000000
