iteration,mode,makespan_ms,prefill_ms,decode_ms,overlap_fraction
34,sequential,95.187965,88.394753,6.790144,0.000000
34,concurrent,91.560959,91.556862,23.456768,0.203912
35,concurrent,91.888321,91.884544,23.375872,0.202776
35,sequential,95.614815,88.816643,6.795264,0.000000
36,sequential,95.498146,88.726524,6.768640,0.000000
36,concurrent,91.446114,91.440994,23.658497,0.205504
37,concurrent,91.866112,91.863037,23.855104,0.206122
37,sequential,95.727486,88.912895,6.810944,0.000000
38,sequential,95.714020,88.898560,6.811648,0.000000
38,concurrent,91.472893,91.469406,23.662592,0.205495
39,concurrent,91.557762,91.554787,23.769089,0.206081
39,sequential,95.891075,89.127937,6.759424,0.000000
40,sequential,95.563553,88.827904,6.732800,0.000000
40,concurrent,91.267136,91.262978,23.479296,0.204590
41,concurrent,91.552322,91.548676,23.608320,0.204978
41,sequential,96.099327,89.265152,6.831392,0.000000
42,sequential,95.388672,88.617348,6.767616,0.000000
42,concurrent,91.562912,91.557884,26.710016,0.225801
43,concurrent,91.868515,91.860992,23.440384,0.203231
43,sequential,95.749123,88.948738,6.797312,0.000000
44,sequential,95.696899,88.922112,6.770688,0.000000
44,concurrent,91.726082,91.721725,23.656448,0.204996
45,concurrent,91.992065,91.988991,23.619583,0.204280
45,sequential,95.735550,88.966141,6.766592,0.000000
46,sequential,95.608704,88.817665,6.787296,0.000000
46,concurrent,91.706268,91.701820,23.570433,0.204438
47,concurrent,91.466881,91.463676,23.600128,0.205077
47,sequential,95.869629,89.089027,6.777856,0.000000
48,sequential,95.698944,88.918015,6.777856,0.000000
48,concurrent,91.387680,91.382370,23.580671,0.205069
49,concurrent,91.592545,91.589630,23.523329,0.204325
49,sequential,95.679298,88.953857,6.722560,0.000000
50,sequential,95.444801,88.632317,6.809600,0.000000
50,concurrent,91.567070,91.561920,23.627775,0.205076
51,concurrent,91.825150,91.822083,23.837696,0.206075
51,sequential,95.666176,88.877052,6.786048,0.000000
52,sequential,95.584259,88.820740,6.760448,0.000000
52,concurrent,91.391998,91.387871,23.744513,0.206201
53,concurrent,91.718269,91.714302,23.759872,0.205725
53,sequential,95.810562,89.014275,6.793216,0.000000
54,sequential,95.629021,88.854530,6.771712,0.000000
54,concurrent,91.675652,91.671234,23.692287,0.205332
55,concurrent,91.749695,91.746307,23.297024,0.202477
55,sequential,95.952896,89.196541,6.752256,0.000000
56,sequential,95.597565,88.838463,6.756352,0.000000
56,concurrent,91.179008,91.173889,23.666689,0.206038
57,concurrent,91.845634,91.842560,23.890944,0.206404
57,sequential,95.838882,89.065475,6.769664,0.000000
58,sequential,95.540222,88.753151,6.784000,0.000000
58,concurrent,91.562973,91.558914,23.750656,0.205938
59,concurrent,91.931648,91.927551,23.939072,0.206573
59,sequential,95.697762,88.920067,6.774784,0.000000
60,sequential,95.564796,88.769539,6.791168,0.000000
60,concurrent,91.562881,91.558914,23.414783,0.203619
61,concurrent,91.778816,91.775871,23.692287,0.205159
61,sequential,95.891457,89.101311,6.787072,0.000000
62,sequential,95.639549,88.888321,6.747136,0.000000
62,concurrent,91.649025,91.644928,23.657473,0.205142
63,concurrent,91.562881,91.559616,23.746559,0.205915
63,sequential,96.065475,89.299965,6.762496,0.000000
64,sequential,95.687683,88.954880,6.729856,0.000000
64,concurrent,91.389954,91.385857,23.647232,0.205533
65,concurrent,91.951103,91.948898,24.125441,0.207826
65,sequential,95.939583,89.177086,6.759424,0.000000
66,sequential,95.518623,88.719360,6.795264,0.000000
66,concurrent,91.523071,91.518913,23.692287,0.205606
67,concurrent,91.932289,91.928291,23.907328,0.206356
67,sequential,95.731422,88.967171,6.761472,0.000000
68,sequential,95.531746,88.749054,6.780192,0.000000
68,concurrent,91.522049,91.516930,23.663616,0.205404
69,concurrent,91.811836,91.808769,23.802879,0.205860
69,sequential,95.771454,88.996864,6.771712,0.000000
70,sequential,95.889404,89.066498,6.819840,0.000000
70,concurrent,92.258301,92.252159,25.357311,0.215554
71,concurrent,92.120064,92.114563,23.249920,0.201487
71,sequential,95.984642,89.216003,6.765568,0.000000
72,sequential,95.774658,89.008324,6.762496,0.000000
72,concurrent,91.575104,91.571075,23.682049,0.205444
73,concurrent,91.780098,91.776001,23.798784,0.205881
73,sequential,96.129021,89.356285,6.769664,0.000000
74,sequential,95.410912,88.639488,6.768640,0.000000
74,concurrent,91.485184,91.479935,23.535616,0.204584
75,concurrent,91.862785,91.859680,27.114496,0.227876
75,sequential,95.800255,89.018372,6.777856,0.000000
76,sequential,95.711166,88.894463,6.812672,0.000000
76,concurrent,91.756546,91.751427,23.795712,0.205895
77,concurrent,92.055519,92.051453,23.693312,0.204668
77,sequential,95.933411,89.133057,6.796704,0.000000
78,sequential,95.751167,88.958977,6.789120,0.000000
78,concurrent,91.672577,91.668480,23.723007,0.205552
79,concurrent,91.735039,91.731972,23.702528,0.205307
79,sequential,96.024574,89.222145,6.799360,0.000000
80,sequential,95.705666,88.924156,6.777856,0.000000
80,concurrent,91.552765,91.547646,23.396353,0.203501
81,concurrent,91.705345,91.702271,23.715839,0.205451
81,sequential,96.174049,89.401604,6.769664,0.000000
82,sequential,95.475716,88.687614,6.785024,0.000000
82,concurrent,91.734016,91.728897,23.746559,0.205597
83,concurrent,91.880417,91.877373,23.899136,0.206398
83,sequential,96.011261,89.203712,6.803456,0.000000
84,sequential,95.674370,88.885246,6.784032,0.000000
84,concurrent,91.627106,91.621948,23.736320,0.205717
85,concurrent,92.046593,92.043266,24.087551,0.207389
85,sequential,95.790077,88.992767,6.793216,0.000000
86,sequential,95.802147,88.998909,6.800384,0.000000
86,concurrent,91.722755,91.717598,23.733248,0.205525
87,concurrent,91.798492,91.795456,23.921663,0.206699
87,sequential,95.850494,89.032707,6.814720,0.000000
88,sequential,96.232353,89.450493,6.778144,0.000000
88,concurrent,91.675652,91.671555,23.684095,0.205278
89,concurrent,91.767807,91.764580,23.827456,0.206106
89,sequential,96.047104,89.254913,6.789120,0.000000
90,sequential,95.520737,88.759293,6.758400,0.000000
90,concurrent,91.322044,91.317085,23.469055,0.204416
91,concurrent,91.858627,91.855743,23.430143,0.203210
91,sequential,96.089088,89.278465,6.807552,0.000000
92,sequential,96.088066,89.242622,6.842368,0.000000
92,concurrent,91.706268,91.701248,23.477247,0.203790
93,concurrent,92.089340,92.085251,23.873535,0.205844
93,sequential,95.911934,89.112579,6.795264,0.000000
94,sequential,95.826782,89.039871,6.784000,0.000000
94,concurrent,91.820030,91.815552,23.563265,0.204186
95,concurrent,91.960320,91.957245,23.848961,0.205912
95,sequential,95.993858,89.217026,6.773760,0.000000
96,sequential,95.962845,89.172989,6.786048,0.000000
96,concurrent,91.922432,91.917313,23.564287,0.204008
97,concurrent,91.903328,91.899902,23.878656,0.206215
97,sequential,96.230110,89.408508,6.818816,0.000000
98,sequential,95.809540,89.041924,6.764544,0.000000
98,concurrent,91.791359,91.787262,23.472128,0.203611
99,concurrent,91.915260,91.912956,23.543808,0.203899
99,sequential,96.106300,89.352196,6.751232,0.000000
