iteration,mode,makespan_ms,prefill_ms,decode_ms,overlap_fraction
0,sequential,99.115005,73.887779,25.224192,0.000000
0,concurrent,87.259132,82.585602,35.407871,0.260475
1,concurrent,86.926369,82.130943,35.337215,0.260001
1,sequential,99.419136,74.193916,25.222143,0.000000
2,sequential,99.316734,74.102783,25.210880,0.000000
2,concurrent,87.028732,82.352127,35.284992,0.260193
