scenario,profile,slot_count,group,prefill_batch,decode_batch,samples,gpu_mean_ms,gpu_median_ms,gpu_p95_ms,gpu_max_ms
overlap_p6_d10,overlap,16,decode_sample,6,4,7,0.07125028571428571,0.043488,0.18514879999999984,0.240608
overlap_p6_d10,overlap,16,decode_sample,6,6,5,0.14206080000000001,0.144384,0.2531712,0.272832
overlap_p6_d10,overlap,16,decode_sample,6,10,2,0.21499200000000002,0.21499200000000002,0.2766384,0.283488
overlap_p6_d10,overlap,16,prefill_cache_commit,1,0,1,0.003072,0.003072,0.003072,0.003072
overlap_p6_d10,overlap,16,prefill_cache_commit,2,10,4,0.0033280000000000002,0.003072,0.0039423999999999996,0.004096
overlap_p6_d10,overlap,16,prefill_cache_commit,3,0,1,0.003072,0.003072,0.003072,0.003072
overlap_p6_d10,overlap,16,prefill_cache_commit,4,0,2,0.003584,0.003584,0.0040447999999999994,0.004096
overlap_p6_d10,overlap,16,prefill_cache_commit,4,6,2,0.004608,0.004608,0.0050688,0.00512
overlap_p6_d10,overlap,16,prefill_cache_commit,4,10,5,0.003072,0.003072,0.003072,0.003072
overlap_p6_d10,overlap,16,prefill_cache_commit,6,0,10,0.0038912,0.004096,0.004096,0.004096
overlap_p6_d10,overlap,16,prefill_cache_commit,6,4,7,0.004013714285714285,0.004096,0.004812799999999999,0.00512
overlap_p6_d10,overlap,16,prefill_cache_commit,6,6,5,0.0036864,0.004096,0.004096,0.004096
overlap_p6_d10,overlap,16,prefill_cache_commit,6,10,2,0.0032960000000000003,0.0032960000000000003,0.0034976,0.00352
overlap_p6_d10,overlap,16,prefill_engine,1,0,1,18.573313,18.573313,18.573313,18.573313
overlap_p6_d10,overlap,16,prefill_engine,2,10,4,31.35590375,31.644160499999998,35.7895663,36.172798
overlap_p6_d10,overlap,16,prefill_engine,3,0,1,35.628033,35.628033,35.628033,35.628033
overlap_p6_d10,overlap,16,prefill_engine,4,0,2,40.745983,40.745983,40.8538102,40.865791
overlap_p6_d10,overlap,16,prefill_engine,4,6,2,48.6835195,48.6835195,52.29480955,52.696064
overlap_p6_d10,overlap,16,prefill_engine,4,10,5,55.4721276,55.793663,59.2017404,59.283455
overlap_p6_d10,overlap,16,prefill_engine,6,0,10,70.8016262,71.960579,80.2085385,80.587776
overlap_p6_d10,overlap,16,prefill_engine,6,4,7,73.894766,76.400642,82.0240373,82.244606
overlap_p6_d10,overlap,16,prefill_engine,6,6,5,80.8778306,79.432701,85.3043232,85.599236
overlap_p6_d10,overlap,16,prefill_engine,6,10,2,84.39449300000001,84.39449300000001,84.8981474,84.954109
overlap_p6_d10,overlap,16,prefill_prepare,1,0,1,0.076128,0.076128,0.076128,0.076128
overlap_p6_d10,overlap,16,prefill_prepare,2,10,4,0.035224,0.035328,0.0363568,0.036448
overlap_p6_d10,overlap,16,prefill_prepare,3,0,1,0.041248,0.041248,0.041248,0.041248
overlap_p6_d10,overlap,16,prefill_prepare,4,0,2,0.04752,0.04752,0.0478944,0.047936
overlap_p6_d10,overlap,16,prefill_prepare,4,6,2,0.049024,0.049024,0.0498304,0.04992
overlap_p6_d10,overlap,16,prefill_prepare,4,10,5,0.049632,0.049856,0.050176,0.050176
overlap_p6_d10,overlap,16,prefill_prepare,6,0,10,0.057363199999999996,0.056111999999999995,0.0633648,0.065568
overlap_p6_d10,overlap,16,prefill_prepare,6,4,7,0.05614171428571429,0.056096,0.058368,0.058368
overlap_p6_d10,overlap,16,prefill_prepare,6,6,5,0.056832,0.056992,0.0589504,0.059392
overlap_p6_d10,overlap,16,prefill_prepare,6,10,2,0.055664000000000005,0.055664000000000005,0.0562544,0.05632
overlap_p6_d10,overlap,16,prefill_sample,2,10,1,0.020288,0.020288,0.020288,0.020288
overlap_p6_d10,overlap,16,prefill_sample,4,10,2,0.036192,0.036192,0.0384672,0.03872
overlap_p6_d10,overlap,16,prefill_sample,6,0,2,0.046928,0.046928,0.0506,0.051008
overlap_p6_d10,overlap,16,prefill_sample,6,4,3,0.045152,0.045536,0.0459968,0.046048
overlap_p6_d10,overlap,16,prefill_sample,6,6,2,0.042319999999999997,0.042319999999999997,0.0427952,0.042848
overlap_p6_d10,overlap,16,prefill_sample,6,10,2,0.042016,0.042016,0.0427648,0.042848
overlap_p8_d8,overlap,16,decode_engine,0,8,78,14.839307487179488,14.771808,15.174348799999999,15.566144
overlap_p8_d8,overlap,16,decode_engine,8,8,12,53.80403208333333,53.026304499999995,58.03545655,58.770432
overlap_p8_d8,overlap,16,decode_prepare,0,8,78,0.01754379487179487,0.017024,0.018527999999999996,0.042144
overlap_p8_d8,overlap,16,decode_prepare,8,8,12,0.016981333333333334,0.014336,0.0294912,0.031744
overlap_p8_d8,overlap,16,decode_sample,0,8,78,0.05102030769230769,0.051488,0.0535408,0.054784
overlap_p8_d8,overlap,16,decode_sample,8,8,12,0.221016,0.209712,0.4001184,0.444224
overlap_p8_d8,overlap,16,prefill_cache_commit,1,0,1,0.004096,0.004096,0.004096,0.004096
overlap_p8_d8,overlap,16,prefill_cache_commit,7,0,1,0.003488,0.003488,0.003488,0.003488
overlap_p8_d8,overlap,16,prefill_cache_commit,8,0,11,0.004029090909090909,0.004096,0.004608,0.00512
overlap_p8_d8,overlap,16,prefill_cache_commit,8,8,12,0.0038399999999999997,0.004096,0.004096,0.004096
overlap_p8_d8,overlap,16,prefill_engine,1,0,1,18.63616,18.63616,18.63616,18.63616
overlap_p8_d8,overlap,16,prefill_engine,7,0,1,68.739075,68.739075,68.739075,68.739075
overlap_p8_d8,overlap,16,prefill_engine,8,0,11,88.18390172727273,88.700928,103.8883855,104.08448
overlap_p8_d8,overlap,16,prefill_engine,8,8,12,97.52841375,99.23947150000001,106.6588692,106.731522
overlap_p8_d8,overlap,16,prefill_prepare,1,0,1,0.077824,0.077824,0.077824,0.077824
overlap_p8_d8,overlap,16,prefill_prepare,7,0,1,0.086016,0.086016,0.086016,0.086016
overlap_p8_d8,overlap,16,prefill_prepare,8,0,11,0.06973672727272727,0.069824,0.074672,0.074752
overlap_p8_d8,overlap,16,prefill_prepare,8,8,12,0.071328,0.070464,0.0780592,0.083744
overlap_p8_d8,overlap,16,prefill_sample,8,0,2,0.053680000000000005,0.053680000000000005,0.0567184,0.057056
overlap_p8_d8,overlap,16,prefill_sample,8,8,4,0.05116,0.050912,0.0517824,0.051936
overlap_p10_d6,overlap,16,decode_engine,0,6,101,8.059614732673268,8.027136,8.239104,8.348672
overlap_p10_d6,overlap,16,decode_engine,2,4,1,24.596479,24.596479,24.596479,24.596479
overlap_p10_d6,overlap,16,decode_engine,2,6,6,14.420992,14.493696,15.191040000000001,15.215616
overlap_p10_d6,overlap,16,decode_engine,4,6,6,20.503893333333334,20.402687999999998,21.744640500000003,21.762049
overlap_p10_d6,overlap,16,decode_engine,8,4,1,26.432512,26.432512,26.432512,26.432512
overlap_p10_d6,overlap,16,decode_engine,8,6,3,31.874730333333336,31.941631,33.112063,33.242111
overlap_p10_d6,overlap,16,decode_engine,10,4,4,32.402176,32.5411845,33.4900217,33.503231
overlap_p10_d6,overlap,16,decode_prepare,0,6,101,0.016788277227722772,0.016704,0.017408,0.017408
overlap_p10_d6,overlap,16,decode_prepare,2,4,1,0.02048,0.02048,0.02048,0.02048
overlap_p10_d6,overlap,16,decode_prepare,2,6,6,0.020650666666666668,0.018944000000000003,0.034048,0.038912
overlap_p10_d6,overlap,16,decode_prepare,4,6,6,0.016042666666666667,0.01536,0.02176,0.022528
overlap_p10_d6,overlap,16,decode_prepare,8,4,1,0.02048,0.02048,0.02048,0.02048
overlap_p10_d6,overlap,16,decode_prepare,8,6,3,0.9263786666666667,0.315392,2.2387711999999995,2.45248
overlap_p10_d6,overlap,16,decode_prepare,10,4,4,0.013824,0.013824,0.0171008,0.017408
overlap_p10_d6,overlap,16,decode_sample,0,6,101,0.04346930693069307,0.043424,0.046528,0.047552
overlap_p10_d6,overlap,16,decode_sample,2,4,1,0.033216,0.033216,0.033216,0.033216
overlap_p10_d6,overlap,16,decode_sample,2,6,6,0.06359466666666667,0.051344,0.108936,0.125984
overlap_p10_d6,overlap,16,decode_sample,4,6,6,0.079248,0.073216,0.117168,0.125376
overlap_p10_d6,overlap,16,decode_sample,8,4,1,0.052512,0.052512,0.052512,0.052512
overlap_p10_d6,overlap,16,decode_sample,8,6,3,0.322112,0.36288,0.41264639999999997,0.418176
overlap_p10_d6,overlap,16,decode_sample,10,4,4,0.117152,0.070576,0.26127199999999995,0.290144
overlap_p10_d6,overlap,16,prefill_cache_commit,1,0,1,0.003072,0.003072,0.003072,0.003072
overlap_p10_d6,overlap,16,prefill_cache_commit,2,0,1,0.003072,0.003072,0.003072,0.003072
overlap_p10_d6,overlap,16,prefill_cache_commit,2,4,1,0.004096,0.004096,0.004096,0.004096
overlap_p10_d6,overlap,16,prefill_cache_commit,2,6,6,0.0034666666666666665,0.003232,0.004096,0.004096
overlap_p10_d6,overlap,16,prefill_cache_commit,4,0,1,0.004096,0.004096,0.004096,0.004096
overlap_p10_d6,overlap,16,prefill_cache_commit,4,6,6,0.003461333333333333,0.003216,0.004096,0.004096
overlap_p10_d6,overlap,16,prefill_cache_commit,5,0,1,0.004096,0.004096,0.004096,0.004096
overlap_p10_d6,overlap,16,prefill_cache_commit,8,4,1,0.004096,0.004096,0.004096,0.004096
overlap_p10_d6,overlap,16,prefill_cache_commit,8,6,3,0.0034133333333333333,0.003072,0.0039936,0.004096
overlap_p10_d6,overlap,16,prefill_cache_commit,10,0,7,0.0038857142857142857,0.004096,0.004096,0.004096
overlap_p10_d6,overlap,16,prefill_cache_commit,10,4,4,0.003584,0.003584,0.004096,0.004096
overlap_p10_d6,overlap,16,prefill_engine,1,0,1,18.739201,18.739201,18.739201,18.739201
overlap_p10_d6,overlap,16,prefill_engine,2,0,1,24.323072,24.323072,24.323072,24.323072
overlap_p10_d6,overlap,16,prefill_engine,2,4,1,25.500671,25.500671,25.500671,25.500671
overlap_p10_d6,overlap,16,prefill_engine,2,6,6,33.194325166666665,33.893375500000005,36.1661445,36.279297
overlap_p10_d6,overlap,16,prefill_engine,4,0,1,40.863743,40.863743,40.863743,40.863743
overlap_p10_d6,overlap,16,prefill_engine,4,6,6,53.301589166666666,54.212608,58.47731225,59.461632
overlap_p10_d6,overlap,16,prefill_engine,5,0,1,50.683006,50.683006,50.683006,50.683006
overlap_p10_d6,overlap,16,prefill_engine,8,4,1,77.739006,77.739006,77.739006,77.739006
overlap_p10_d6,overlap,16,prefill_engine,8,6,3,105.11394233333333,105.239555,106.5473063,106.692612
overlap_p10_d6,overlap,16,prefill_engine,10,0,7,110.87740342857143,114.630653,125.1471362,127.478783
overlap_p10_d6,overlap,16,prefill_engine,10,4,4,121.065586,121.37472149999999,124.46218495,124.466179
overlap_p10_d6,overlap,16,prefill_prepare,1,0,1,0.077824,0.077824,0.077824,0.077824
overlap_p10_d6,overlap,16,prefill_prepare,2,0,1,0.034816,0.034816,0.034816,0.034816
overlap_p10_d6,overlap,16,prefill_prepare,2,4,1,0.034816,0.034816,0.034816,0.034816
overlap_p10_d6,overlap,16,prefill_prepare,2,6,6,0.03472533333333333,0.034816,0.035368,0.035552
overlap_p10_d6,overlap,16,prefill_prepare,4,0,1,0.047936,0.047936,0.047936,0.047936
overlap_p10_d6,overlap,16,prefill_prepare,4,6,6,0.04910933333333333,0.049152,0.050064,0.05008
overlap_p10_d6,overlap,16,prefill_prepare,5,0,1,0.053248,0.053248,0.053248,0.053248
overlap_p10_d6,overlap,16,prefill_prepare,8,4,1,0.070656,0.070656,0.070656,0.070656
overlap_p10_d6,overlap,16,prefill_prepare,8,6,3,0.06903466666666666,0.069376,0.069376,0.069376
overlap_p10_d6,overlap,16,prefill_prepare,10,0,7,0.079616,0.078688,0.08192,0.08192
overlap_p10_d6,overlap,16,prefill_prepare,10,4,4,0.08004800000000001,0.079872,0.08052480000000001,0.08064
overlap_p10_d6,overlap,16,prefill_sample,2,6,2,0.01976,0.01976,0.0202064,0.020256
overlap_p10_d6,overlap,16,prefill_sample,4,6,2,0.034112,0.034112,0.035494399999999995,0.035648
overlap_p10_d6,overlap,16,prefill_sample,8,6,3,0.05069866666666667,0.050272,0.0517696,0.051936
overlap_p10_d6,overlap,16,prefill_sample,10,0,2,0.063392,0.063392,0.0642272,0.06432
overlap_p10_d6,overlap,16,prefill_sample,10,4,2,0.059744,0.059744,0.062048,0.062304
overlap_p12_d4,overlap,16,decode_engine,0,4,162,7.433801283950618,7.421952,7.5767296,7.66976
overlap_p12_d4,overlap,16,decode_engine,4,4,10,17.1798528,16.927744,18.92623415,18.946049
overlap_p12_d4,overlap,16,decode_engine,8,4,4,26.618623499999998,26.2758395,27.6368886,27.848703
overlap_p12_d4,overlap,16,decode_engine,12,4,4,35.79033475,35.928062499999996,36.1607148,36.19635
overlap_p12_d4,overlap,16,decode_prepare,0,4,162,0.016761086419753088,0.016416,0.01756,0.026528
overlap_p12_d4,overlap,16,decode_prepare,4,4,10,0.018636800000000002,0.019456,0.024319999999999994,0.026624
overlap_p12_d4,overlap,16,decode_prepare,8,4,4,0.549632,0.108544,1.6955391999999994,1.96096
overlap_p12_d4,overlap,16,decode_prepare,12,4,4,0.050688000000000004,0.050688000000000004,0.0879104,0.088064
overlap_p12_d4,overlap,16,decode_sample,0,4,162,0.032929185185185186,0.03216,0.036256,0.039296
overlap_p12_d4,overlap,16,decode_sample,4,4,10,0.0798912,0.048576,0.19954079999999996,0.216864
overlap_p12_d4,overlap,16,decode_sample,8,4,4,0.155168,0.07436799999999999,0.3696415999999999,0.420704
overlap_p12_d4,overlap,16,decode_sample,12,4,4,0.12132799999999999,0.0612,0.2746591999999999,0.31088
overlap_p12_d4,overlap,16,prefill_cache_commit,1,0,1,0.003072,0.003072,0.003072,0.003072
overlap_p12_d4,overlap,16,prefill_cache_commit,3,0,1,0.003072,0.003072,0.003072,0.003072
overlap_p12_d4,overlap,16,prefill_cache_commit,4,0,2,0.003072,0.003072,0.003072,0.003072
overlap_p12_d4,overlap,16,prefill_cache_commit,4,4,10,0.003584,0.003584,0.004096,0.004096
overlap_p12_d4,overlap,16,prefill_cache_commit,8,4,4,0.003624,0.0036639999999999997,0.004096,0.004096
overlap_p12_d4,overlap,16,prefill_cache_commit,12,0,5,0.0036864,0.004096,0.004096,0.004096
overlap_p12_d4,overlap,16,prefill_cache_commit,12,4,4,0.003688,0.0037920000000000002,0.004096,0.004096
overlap_p12_d4,overlap,16,prefill_engine,1,0,1,18.76992,18.76992,18.76992,18.76992
overlap_p12_d4,overlap,16,prefill_engine,3,0,1,36.794369,36.794369,36.794369,36.794369
overlap_p12_d4,overlap,16,prefill_engine,4,0,2,40.997889,40.997889,41.0835978,41.093121
overlap_p12_d4,overlap,16,prefill_engine,4,4,10,52.6101886,53.424640499999995,59.063038999999996,59.323391
overlap_p12_d4,overlap,16,prefill_engine,8,4,4,89.950817,88.10157000000001,105.11621235,106.247169
overlap_p12_d4,overlap,16,prefill_engine,12,0,5,133.440103,139.110397,145.2728364,146.65831
overlap_p12_d4,overlap,16,prefill_engine,12,4,4,148.2624015,147.4764865,155.7119992,156.257278
overlap_p12_d4,overlap,16,prefill_prepare,1,0,1,0.0768,0.0768,0.0768,0.0768
overlap_p12_d4,overlap,16,prefill_prepare,3,0,1,0.043616,0.043616,0.043616,0.043616
overlap_p12_d4,overlap,16,prefill_prepare,4,0,2,0.049312,0.049312,0.0497728,0.049824
overlap_p12_d4,overlap,16,prefill_prepare,4,4,10,0.051702399999999996,0.051536,0.054374399999999996,0.055296
overlap_p12_d4,overlap,16,prefill_prepare,8,4,4,0.070488,0.07070399999999999,0.0717888,0.071808
overlap_p12_d4,overlap,16,prefill_prepare,12,0,5,0.0922112,0.093792,0.0949568,0.095232
overlap_p12_d4,overlap,16,prefill_prepare,12,4,4,0.09038399999999999,0.090736,0.0911264,0.091136
overlap_p12_d4,overlap,16,prefill_sample,4,4,2,0.034112,0.034112,0.035494399999999995,0.035648
overlap_p12_d4,overlap,16,prefill_sample,8,4,1,0.05296,0.05296,0.05296,0.05296
overlap_p12_d4,overlap,16,prefill_sample,12,0,2,0.071664,0.071664,0.0752208,0.075616
overlap_p12_d4,overlap,16,prefill_sample,12,4,3,0.06981333333333334,0.070496,0.07233919999999999,0.072544
overlap_p14_d2,overlap,16,decode_engine,0,2,327,7.021648440366972,7.012352,7.064064,7.174144
overlap_p14_d2,overlap,16,decode_engine,2,2,18,11.630933333333333,11.691008,12.4840448,12.486656
overlap_p14_d2,overlap,16,decode_engine,4,2,6,15.0272,15.237632,16.055296,16.088064
overlap_p14_d2,overlap,16,decode_engine,6,2,4,19.404544,19.315199999999997,20.72581035,20.780031
overlap_p14_d2,overlap,16,decode_engine,8,2,3,22.361429333333334,21.861376,24.0252928,24.265728
overlap_p14_d2,overlap,16,decode_engine,10,2,1,29.35808,29.35808,29.35808,29.35808
overlap_p14_d2,overlap,16,decode_engine,12,2,1,34.538494,34.538494,34.538494,34.538494
overlap_p14_d2,overlap,16,decode_prepare,0,2,327,0.016918996941896025,0.016928,0.017408,0.021504
overlap_p14_d2,overlap,16,decode_prepare,2,2,18,0.020195555555555557,0.019456,0.04070399999999999,0.045056
overlap_p14_d2,overlap,16,decode_prepare,4,2,6,0.020479999999999998,0.020479999999999998,0.026368,0.027648
overlap_p14_d2,overlap,16,decode_prepare,6,2,4,0.018688,0.019456,0.0211968,0.021504
overlap_p14_d2,overlap,16,decode_prepare,8,2,3,1.2598613333333333,1.622016,2.0846592,2.136064
overlap_p14_d2,overlap,16,decode_prepare,10,2,1,0.011264,0.011264,0.011264,0.011264
overlap_p14_d2,overlap,16,decode_prepare,12,2,1,0.011264,0.011264,0.011264,0.011264
overlap_p14_d2,overlap,16,decode_sample,0,2,327,0.02085607339449541,0.020896,0.0241312,0.0296
overlap_p14_d2,overlap,16,decode_sample,2,2,18,0.059701333333333335,0.029632,0.1690336,0.169088
overlap_p14_d2,overlap,16,decode_sample,4,2,6,0.060143999999999996,0.042464,0.127128,0.14512
overlap_p14_d2,overlap,16,decode_sample,6,2,4,0.032608,0.030624,0.0402304,0.041824
overlap_p14_d2,overlap,16,decode_sample,8,2,3,0.04974933333333333,0.04592,0.0604064,0.062016
overlap_p14_d2,overlap,16,decode_sample,10,2,1,0.039136,0.039136,0.039136,0.039136
overlap_p14_d2,overlap,16,decode_sample,12,2,1,0.196896,0.196896,0.196896,0.196896
overlap_p14_d2,overlap,16,prefill_cache_commit,1,0,2,0.004096,0.004096,0.004096,0.004096
overlap_p14_d2,overlap,16,prefill_cache_commit,2,0,2,0.003072,0.003072,0.003072,0.003072
overlap_p14_d2,overlap,16,prefill_cache_commit,2,2,18,0.0035128888888888887,0.003216,0.004096,0.004096
overlap_p14_d2,overlap,16,prefill_cache_commit,4,2,6,0.003482666666666667,0.00328,0.004096,0.004096
overlap_p14_d2,overlap,16,prefill_cache_commit,6,2,4,0.0038399999999999997,0.004096,0.004096,0.004096
overlap_p14_d2,overlap,16,prefill_cache_commit,8,2,3,0.0037546666666666666,0.004096,0.004096,0.004096
overlap_p14_d2,overlap,16,prefill_cache_commit,10,2,1,0.004096,0.004096,0.004096,0.004096
overlap_p14_d2,overlap,16,prefill_cache_commit,12,2,1,0.003072,0.003072,0.003072,0.003072
overlap_p14_d2,overlap,16,prefill_cache_commit,14,0,4,0.0038399999999999997,0.004096,0.004096,0.004096
overlap_p14_d2,overlap,16,prefill_engine,1,0,2,19.314175499999997,19.314175499999997,19.87681185,19.939327
overlap_p14_d2,overlap,16,prefill_engine,2,0,2,24.322560000000003,24.322560000000003,24.3303936,24.331264
overlap_p14_d2,overlap,16,prefill_engine,2,2,18,31.054698666666667,30.6974725,35.03728725,35.101696
overlap_p14_d2,overlap,16,prefill_engine,4,2,6,47.9626235,44.259327,56.642303999999996,57.227264
overlap_p14_d2,overlap,16,prefill_engine,6,2,4,80.67148975,80.6958085,84.8601637,85.100548
overlap_p14_d2,overlap,16,prefill_engine,8,2,3,98.31735466666667,98.771072,100.6722149,100.883453
overlap_p14_d2,overlap,16,prefill_engine,10,2,1,123.618301,123.618301,123.618301,123.618301
overlap_p14_d2,overlap,16,prefill_engine,12,2,1,145.089539,145.089539,145.089539,145.089539
overlap_p14_d2,overlap,16,prefill_engine,14,0,4,151.4071025,154.61068699999998,170.454934,172.211197
overlap_p14_d2,overlap,16,prefill_prepare,1,0,2,0.054560000000000004,0.054560000000000004,0.0772832,0.079808
overlap_p14_d2,overlap,16,prefill_prepare,2,0,2,0.033792,0.033792,0.033792,0.033792
overlap_p14_d2,overlap,16,prefill_prepare,2,2,18,0.03484977777777778,0.034448,0.03658879999999999,0.043008
overlap_p14_d2,overlap,16,prefill_prepare,4,2,6,0.049104,0.04904,0.050176,0.050176
overlap_p14_d2,overlap,16,prefill_prepare,6,2,4,0.057056,0.05728,0.057344,0.057344
overlap_p14_d2,overlap,16,prefill_prepare,8,2,3,0.07026133333333333,0.070656,0.0714336,0.07152
overlap_p14_d2,overlap,16,prefill_prepare,10,2,1,0.078816,0.078816,0.078816,0.078816
overlap_p14_d2,overlap,16,prefill_prepare,12,2,1,0.089088,0.089088,0.089088,0.089088
overlap_p14_d2,overlap,16,prefill_prepare,14,0,4,0.09980800000000001,0.09984,0.1020928,0.1024
overlap_p14_d2,overlap,16,prefill_sample,2,2,4,0.021568,0.021312,0.0232064,0.02336
overlap_p14_d2,overlap,16,prefill_sample,4,2,2,0.035648,0.035648,0.0384128,0.03872
overlap_p14_d2,overlap,16,prefill_sample,6,2,3,0.044192,0.043872,0.045686399999999995,0.045888
overlap_p14_d2,overlap,16,prefill_sample,8,2,2,0.053472,0.053472,0.053932799999999996,0.053984
overlap_p14_d2,overlap,16,prefill_sample,10,2,1,0.06336,0.06336,0.06336,0.06336
overlap_p14_d2,overlap,16,prefill_sample,12,2,1,0.069472,0.069472,0.069472,0.069472
overlap_p14_d2,overlap,16,prefill_sample,14,0,1,0.084864,0.084864,0.084864,0.084864
overlap_p15_d1,overlap,16,decode_engine,0,1,672,6.949793761904762,6.938624,7.0046208,7.405568
overlap_p15_d1,overlap,16,decode_engine,1,1,15,9.588667733333333,9.649152,9.8125824,9.821184
overlap_p15_d1,overlap,16,decode_engine,2,1,15,11.6283392,11.805696,11.994112,12.051456
overlap_p15_d1,overlap,16,decode_engine,3,1,6,12.16,12.05504,12.885760000000001,13.126656
overlap_p15_d1,overlap,16,decode_engine,4,1,1,13.9008,13.9008,13.9008,13.9008
overlap_p15_d1,overlap,16,decode_engine,5,1,4,17.2190725,17.239552500000002,17.890559999999997,17.934336
overlap_p15_d1,overlap,16,decode_engine,6,1,7,18.333256714285714,17.808384,20.1556982,20.938751
overlap_p15_d1,overlap,16,decode_prepare,0,1,672,0.016624285714285713,0.016384,0.018155199999999993,0.043264
overlap_p15_d1,overlap,16,decode_prepare,1,1,15,0.0207488,0.018432,0.04136959999999999,0.047104
overlap_p15_d1,overlap,16,decode_prepare,2,1,15,0.022459733333333332,0.018432,0.045977599999999993,0.048128
overlap_p15_d1,overlap,16,decode_prepare,3,1,6,0.013824000000000001,0.013312000000000001,0.019200000000000002,0.02048
overlap_p15_d1,overlap,16,decode_prepare,4,1,1,0.011264,0.011264,0.011264,0.011264
overlap_p15_d1,overlap,16,decode_prepare,5,1,4,0.067072,0.068096,0.123136,0.123904
overlap_p15_d1,overlap,16,decode_prepare,6,1,7,0.016822857142857143,0.017408,0.0188416,0.019456
overlap_p15_d1,overlap,16,decode_sample,0,1,672,0.021315428571428572,0.020928,0.024992,0.03424
overlap_p15_d1,overlap,16,decode_sample,1,1,15,0.024874666666666666,0.021952,0.036412799999999974,0.052384
overlap_p15_d1,overlap,16,decode_sample,2,1,15,0.031921066666666664,0.024416,0.06091839999999993,0.106368
overlap_p15_d1,overlap,16,decode_sample,3,1,6,0.05131733333333333,0.028656,0.129136,0.154528
overlap_p15_d1,overlap,16,decode_sample,4,1,1,0.029024,0.029024,0.029024,0.029024
overlap_p15_d1,overlap,16,decode_sample,5,1,4,0.056984,0.061728000000000005,0.0793152,0.080064
overlap_p15_d1,overlap,16,decode_sample,6,1,7,0.06656457142857143,0.035936,0.11600959999999999,0.11792
overlap_p15_d1,overlap,16,prefill_cache_commit,1,0,3,0.0034346666666666666,0.003136,0.004,0.004096
overlap_p15_d1,overlap,16,prefill_cache_commit,1,1,15,0.0035797333333333335,0.003456,0.004096,0.004096
overlap_p15_d1,overlap,16,prefill_cache_commit,2,1,15,0.0034026666666666667,0.003072,0.004096,0.004096
overlap_p15_d1,overlap,16,prefill_cache_commit,3,1,6,0.003925333333333333,0.004096,0.004096,0.004096
overlap_p15_d1,overlap,16,prefill_cache_commit,4,1,1,0.003072,0.003072,0.003072,0.003072
overlap_p15_d1,overlap,16,prefill_cache_commit,5,1,4,0.003088,0.003072,0.0031264,0.003136
overlap_p15_d1,overlap,16,prefill_cache_commit,6,1,7,0.0036845714285714285,0.004096,0.004096,0.004096
overlap_p15_d1,overlap,16,prefill_cache_commit,15,0,4,0.0038399999999999997,0.004096,0.004096,0.004096
overlap_p15_d1,overlap,16,prefill_engine,1,0,3,18.500746333333332,18.358273,18.790876,18.838943
overlap_p15_d1,overlap,16,prefill_engine,1,1,15,22.8867072,22.689793,25.9501152,25.995296
overlap_p15_d1,overlap,16,prefill_engine,2,1,15,28.5217796,27.533312,33.016938599999996,33.031521
overlap_p15_d1,overlap,16,prefill_engine,3,1,6,46.56249033333333,46.821935499999995,48.547073,48.728065
overlap_p15_d1,overlap,16,prefill_engine,4,1,1,52.560898,52.560898,52.560898,52.560898
overlap_p15_d1,overlap,16,prefill_engine,5,1,4,65.94375975,66.1081275,66.59061799999999,66.614273
overlap_p15_d1,overlap,16,prefill_engine,6,1,7,79.398674,79.400322,79.4422272,79.444992
overlap_p15_d1,overlap,16,prefill_engine,15,0,4,165.543938,168.63232449999998,186.8879909,188.968964
overlap_p15_d1,overlap,16,prefill_prepare,1,0,3,0.044928,0.027648,0.074304,0.079488
overlap_p15_d1,overlap,16,prefill_prepare,1,1,15,0.0288128,0.028704,0.030912,0.03136
overlap_p15_d1,overlap,16,prefill_prepare,2,1,15,0.034788266666666665,0.034816,0.035804800000000005,0.035872
overlap_p15_d1,overlap,16,prefill_prepare,3,1,6,0.039274666666666666,0.039424,0.039936,0.039936
overlap_p15_d1,overlap,16,prefill_prepare,4,1,1,0.048128,0.048128,0.048128,0.048128
overlap_p15_d1,overlap,16,prefill_prepare,5,1,4,0.050432,0.050176,0.0510464,0.0512
overlap_p15_d1,overlap,16,prefill_prepare,6,1,7,0.05736685714285714,0.05632,0.0630688,0.065536
overlap_p15_d1,overlap,16,prefill_prepare,15,0,4,0.105352,0.10606399999999999,0.10794880000000001,0.10816
overlap_p15_d1,overlap,16,prefill_sample,1,1,2,0.021808,0.021808,0.024097599999999997,0.024352
overlap_p15_d1,overlap,16,prefill_sample,2,1,3,0.022314666666666667,0.022304,0.0223328,0.022336
overlap_p15_d1,overlap,16,prefill_sample,3,1,5,0.0278656,0.02848,0.0301184,0.030528
overlap_p15_d1,overlap,16,prefill_sample,5,1,4,0.037168,0.0364,0.039315199999999995,0.039776
overlap_p15_d1,overlap,16,prefill_sample,6,1,7,0.04476342857142857,0.044896,0.047660799999999996,0.047968
overlap_p15_d1,overlap,16,prefill_sample,15,0,1,0.089984,0.089984,0.089984,0.089984
